专利号,专利名称,专利类型,申请日,公开日,授权日,专利代理机构,专利法律状态,申请人类型,主申请人名称,主申请人地址,主申请人地址国家,累计被引用量,主分类号,专利分类号,专利分类号数量,国民经济行业分类代码,国民经济行业分类名称,大类,子类别
CN104439907B,万能分度角铣头中铣头体和旋转体加工方法,发明授权,2013-09-22,2015-03-25,2017-07-18,,授权,企业,武汉重型机床集团有限公司,430205 湖北省武汉市东湖新技术开发区佛祖岭产业园佛祖岭一路3号,CHN,,B23P15/00(2006.01),B23P15/00(2006.01);B23C9/00(2006.01),2.0,3421.0,金属切削机床制造,研发与设计,制造工艺研发与设计
CN104196881B,一种运用在空气轴承中的弹性支承件及空气轴承,发明授权,2014-08-23,2014-12-10,2017-07-28,,授权,企业,武汉英康汇通电气有限公司,430074 湖北省武汉市东湖开发区关东园路2－2号光谷国际商会大厦1幢B－1015号,CHN,,F16C32/06(2006.01),F16C32/06(2006.01);F16C33/02(2006.01),2.0,3451.0,轴承制造,辅助系统生产,专用技术研发与设计智能装置生产
CN104002814B,一种基于AMT并联式混合动力车系统的换档方法、装置及车辆,发明授权,2014-05-30,2014-08-27,2016-08-24,北京轻创知识产权代理有限公司,授权,企业,武汉合康动力技术有限公司,430205 湖北省武汉市东湖高新技术开发区佛祖岭三路6号,CHN,,B60W30/19(2012.01),B60W30/19(2012.01);B60W10/06(2006.01);B60W10/08(2006.01);B60W10/10(2012.01);B60K6/48(2007.01);B60W40/107(2012.01);B60W40/105(2012.01);B60W40/10(2012.01),8.0,3660.0,汽车零部件及配件制造,研发与设计电气设备生产,专用技术研发与设计电控系统生产
CN106425325B,一种带内孔的大型高强度冲压件的加工方法,发明授权,2016-11-29,2017-02-22,2019-01-18,武汉科皓知识产权代理事务所(特殊普通合伙),授权,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,,B23P15/00(2006.01),B23P15/00(2006.01);B21D5/00(2006.01),2.0,3421.0,金属切削机床制造,研发与设计,制造工艺研发与设计
CN108107344B,一种适用于IGBT驱动芯片的过热保护电路,发明授权,2017-12-05,2018-06-01,2020-07-14,武汉东喻专利代理事务所(普通合伙),发明专利权授予,企业,武汉英弗耐斯电子科技有限公司,430073 湖北省武汉市光谷软件园A9栋401室,CHN,.,G01R31/28(2006.01),G01R31/28(2006.01);H02H5/04(2006.01),2.0,4090.0,其他仪器仪表制造业,电气设备生产,电控系统生产
CN105177569B,一种球磨铸铁表面激光修复方法,发明授权,2015-10-13,2015-12-23,2017-12-15,北京汇泽知识产权代理有限公司,授权,企业,武汉华工激光工程有限责任公司,430223 湖北省武汉市东湖开发区华中科技大学科技园激光产业园,CHN,,C23C24/10(2006.01),C23C24/10(2006.01),1.0,3360.0,金属表面处理及热处理加工,研发与设计,制造工艺研发与设计
CN106314277B,一种汽车转向灯状态检测装置,发明授权,2015-07-06,2017-01-11,2019-06-14,深圳市精英专利事务所,授权,企业,武汉极目信息技术有限公司,430000 湖北省武汉市东湖新技术开发区光谷大道国际企业中心三期鼎业楼A433,CHN,,B60Q11/00(2006.01),B60Q11/00(2006.01);B60Q1/34(2006.01),2.0,3891.0,电气信号设备装置制造,电气设备生产,车灯生产
CN105798585B,智能化快速车门铰链压装机,发明授权,2016-05-23,2016-07-27,2017-10-13,武汉开元知识产权代理有限公司,授权,企业,神龙汽车有限公司,430056 湖北省武汉市沌口武汉经济技术开发区技术服务中心,CHN,,B23P19/02(2006.01),B23P19/02(2006.01),1.0,3422.0,金属成形机床制造,整车组装,车门生产
CN106670699B,汽车轮罩柔性自动化焊接生产线及其生产方法,发明授权,2017-02-28,2017-05-17,2018-05-01,北京市科名专利代理事务所(特殊普通合伙),授权,企业,武汉瑞松北斗汽车装备有限公司,430109 湖北省武汉市经济技术开发区军山街军山创业园6栋2楼,CHN,.,B23K37/02(2006.01),B23K37/02(2006.01);B23K37/00(2006.01);B23K9/00(2006.01);B23K9/32(2006.01),4.0,3424.0,金属切割及焊接设备制造,整车组装车身制造,车轮生产制造工艺研发与设计
CN106412086B,一种利用协议描述文件自动生成通信代码的方法及系统,发明授权,2016-10-31,2017-02-15,2020-01-03,北京众达德权知识产权代理有限公司,发明专利权授予,企业,武汉斗鱼网络科技有限公司,430000 湖北省武汉市东湖开发区软件园东路1号软件产业4.1期B1栋11楼,CHN,.,H04L29/08(2006.01),H04L29/08(2006.01);H04L29/06(2006.01),2.0,3921.0,通信系统设备制造,研发与设计,专用技术研发与设计
CN111069576B,一种汽车扶手骨架自动连续成型模具,发明授权,2019-12-12,2020-04-28,2020-07-31,,发明专利权授予,企业,武汉天顺汽车零部件有限公司,430100 湖北省武汉市蔡甸区蔡河街135号,CHN,.,B22D30/00(2006.01),B22D30/00(2006.01);B22D29/04(2006.01);B22D45/00(2006.01),3.0,3423.0,铸造机械制造,车身制造,模具生产
CN106247938B,基于三维激光扫描仪提取螺栓孔特征数据的方法,发明授权,2016-08-31,2016-12-21,2018-12-28,北京远大卓悦知识产权代理事务所(普通合伙),授权,企业,中交第二航务工程局有限公司,430048 湖北省武汉市东西湖区金银湖路11号,CHN,.,G01B11/00(2006.01),G01B11/00(2006.01);G01B11/08(2006.01);G01B11/06(2006.01),3.0,4090.0,其他仪器仪表制造业,研发与设计,制造工艺研发与设计
CN104646825B,一种光纤激光焊接紫铜厚板的方法,发明授权,2015-01-30,2015-05-27,2016-08-24,北京汇泽知识产权代理有限公司,授权,企业,武汉华工激光工程有限责任公司,430223 湖北省武汉市东湖开发区华中科技大学科技园激光产业园,CHN,,B23K26/18(2006.01),B23K26/18(2006.01);B23K26/24(2014.01);C09D5/32(2006.01);B23K101/18(2006.01);B23K103/12(2006.01),5.0,3421.0,金属切削机床制造,研发与设计,制造工艺研发与设计
CN110077276B,纯电动汽车用可拓展电源快换系统及方法,发明授权,2019-04-24,2019-08-02,2020-04-03,武汉开元知识产权代理有限公司,发明专利权授予,企业,东风汽车集团有限公司,430056 湖北省武汉市武汉经济技术开发区东风大道特1号,CHN,.,B60L58/10(2019.01),B60L58/10(2019.01);B60L53/80(2019.01);B60L3/00(2019.01);B60L3/04(2006.01),4.0,3640.0,电车制造,整车组装电气设备生产,电动机生产蓄电池生产电控系统生产
CN108725365B,一种实现夜间行车安全监控的摄像头系统及方法,发明授权,2018-05-23,2018-11-02,2020-02-11,武汉开元知识产权代理有限公司,发明专利权授予,企业,神龙汽车有限公司,430056 湖北省武汉市沌口武汉经济技术开发区技术服务中心,CHN,.,B60R21/013(2006.01),B60R21/013(2006.01);B60Q9/00(2006.01);B60Q1/46(2006.01);B60R16/023(2006.01),4.0,3660.0,汽车零部件及配件制造,辅助系统生产汽车安全装置生产,智能装置生产汽车安保系统生产
CN107945503B,顺风车的拼车方法和系统,发明授权,2017-12-25,2018-04-20,2020-07-07,北京路浩知识产权代理有限公司,发明专利权授予,企业,武汉斑马快跑科技有限公司,430000 湖北省武汉市东湖新技术开发区光谷大道41号现代国际设计城一期第一栋23、24、25、26、27层,CHN,.,G08G1/00(2006.01),G08G1/00(2006.01),1.0,3596.0,交通安全、管制及类似专用设备制造,研发与设计汽车销售汽车维修与服务,专用技术研发与设计智能装置生产汽车测试汽车销售汽车检测与服务
CN106856439B,一种方案测试的方法及服务器,发明授权,2016-12-07,2017-06-16,2019-08-02,北京众达德权知识产权代理有限公司,授权,企业,武汉斗鱼网络科技有限公司,430000 湖北省武汉市东湖开发区软件园东路1号软件产业4.1期B1栋11楼,CHN,,H04L12/24(2006.01),H04L12/24(2006.01);H04L29/08(2006.01),2.0,3921.0,通信系统设备制造,研发与设计汽车测试,制造工艺研发与设计汽车测试
CN110276952B,一种交通信息模拟采集方法及装置,发明授权,2019-06-27,2019-09-24,2020-11-27,武汉蓝宝石专利代理事务所(特殊普通合伙),发明专利权授予,企业,武汉中海庭数据技术有限公司,430000 湖北省武汉市硚口区古田一路28号新工厂产业园7号A楼,CHN,.,G08G1/01(2006.01),G08G1/01(2006.01);G01C21/32(2006.01),2.0,3596.0,交通安全、管制及类似专用设备制造,研发与设计电气设备生产,专用技术研发与设计传感器生产控制器生产
CN107745204B,一种U肋内侧焊缝返修方法,发明授权,2017-06-14,2018-03-02,2018-07-13,武汉开元知识产权代理有限公司,授权,企业,中交第二航务工程局有限公司,430040 湖北省武汉市东西湖区金银湖路11号,CHN,.,B23K37/00(2006.01),B23K37/00(2006.01),1.0,3424.0,金属切割及焊接设备制造,研发与设计,制造工艺研发与设计
CN104646824B,用于陶瓷激光切割的吸收剂及其制备方法,发明授权,2015-01-26,2015-05-27,2016-06-29,北京汇泽知识产权代理有限公司,授权,企业,武汉华工激光工程有限责任公司,430223 湖北省武汉市东湖开发区华中科技大学科技园激光产业园,CHN,,B23K26/18(2006.01),B23K26/18(2006.01),1.0,3421.0,金属切削机床制造,研发与设计,制造工艺研发与设计
CN110134115B,新能源车动力电池管理系统硬件在环测试平台及测试方法,发明授权,2019-06-06,2019-08-16,2020-07-10,武汉开元知识产权代理有限公司,发明专利权授予,企业,东风汽车集团有限公司,430056 湖北省武汉市武汉经济技术开发区东风大道特1号,CHN,.,G05B23/02(2006.01),G05B23/02(2006.01);G01R31/28(2006.01),2.0,4011.0,工业自动控制系统装置制造,研发与设计电气设备生产,专用技术研发与设计电控系统生产汽车测试
CN109653906B,汽油增压发动机废气再循环系统装置,发明授权,2019-01-28,2019-04-19,2020-08-11,武汉开元知识产权代理有限公司,发明专利权授予,企业,东风汽车集团有限公司,430056 湖北省武汉市武汉经济技术开发区东风大道特1号,CHN,.,F02M26/05(2016.01),F02M26/05(2016.01);F02M26/14(2016.01);F02M26/23(2016.01);F02M26/41(2016.01),4.0,3412.0,内燃机及配件制造,发动机制造,燃料供给系统生产
CN105460037B,一种平车车体,发明授权,2015-12-25,2016-04-06,2018-05-25,北京华沛德权律师事务所,授权,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,.,B61F1/02(2006.01),B61F1/02(2006.01);B61D3/20(2006.01),2.0,3713.0,铁路机车车辆配件制造,整车组装,车厢生产
CN107398622B,一种焊接方法,发明授权,2017-07-31,2017-11-28,2019-10-25,北京众达德权知识产权代理有限公司,专利申请权、专利权的转移,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,,B23K9/02(2006.01),B23K9/02(2006.01);B23K9/16(2006.01),2.0,3424.0,金属切割及焊接设备制造,研发与设计,制造工艺研发与设计
CN109184383B,一种保证啮合性能的可开启打紧式背门锁扣及装配方法,发明授权,2018-10-25,2019-01-11,2020-04-03,武汉开元知识产权代理有限公司,发明专利权授予,企业,神龙汽车有限公司,430056 湖北省武汉市沌口武汉经济技术开发区技术服务中心,CHN,.,E05B83/18(2014.01),E05B83/18(2014.01);E05B85/00(2014.01);E05B79/02(2014.01),3.0,3351.0,建筑、家具用金属配件制造,整车组装辅助系统生产,车门生产汽车安全装置生产
CN104197805B,一种用于检测车门通过性的锁扣检具,发明授权,2014-08-18,2014-12-10,2017-05-10,武汉开元知识产权代理有限公司,授权,企业,神龙汽车有限公司,430056 湖北省武汉市沌口武汉经济技术开发区技术服务中心,CHN,,G01B5/02(2006.01),G01B5/02(2006.01),1.0,4090.0,其他仪器仪表制造业,整车组装,车门生产
CN108031743B,一种齿环冲切模具和方法,发明授权,2017-12-26,2018-05-15,2020-06-09,北京市隆安律师事务所,发明专利权授予,企业,武汉协和齿环有限公司,430056 湖北省武汉市经济技术开发区创业三路38号,CHN,.,B21D28/14(2006.01),B21D28/14(2006.01);B21D53/28(2006.01),2.0,3311.0,金属结构制造,研发与设计车身制造,模具生产制造工艺研发与设计
CN106736476B,一种汽车自动生产线辅助螺钉安装机构,发明授权,2016-12-27,2017-05-31,2018-10-09,北京市科名专利代理事务所(特殊普通合伙),授权,企业,武汉瑞松北斗汽车装备有限公司,430109 湖北省武汉市经济技术开发区军山街军山创业园6栋2楼,CHN,.,B23P19/06(2006.01),B23P19/06(2006.01),1.0,3599.0,其他专用设备制造,整车组装,专用技术研发与设计
CN107817703B,一种实现工业控制上位机对下位机进行控制的方法,发明授权,2017-10-30,2018-03-20,2019-08-27,北京汇泽知识产权代理有限公司,专利申请权、专利权的转移,企业,武汉华中数控股份有限公司,430223 湖北省武汉市东湖新技术开发区庙山小区华中科技大学科技园,CHN,,G05B19/04(2006.01),G05B19/04(2006.01),1.0,4011,工业自动控制系统装置制造,研发与设计电气设备生产,专用技术研发与设计控制器生产
CN105235746B,一种半挂车转向装置,发明授权,2015-10-28,2016-01-13,2017-12-26,武汉宇晨专利事务所,授权,企业,武汉神骏专用汽车制造股份有限公司,430311 湖北省武汉市黄陂区滠口街冯岭村,CHN,,B62D13/00(2006.01),B62D13/00(2006.01),1.0,3660.0,汽车零部件及配件制造,汽车底盘生产,转向系统生产
CN106882076B,一种受电弓充电控制装置及控制方法,发明授权,2017-04-14,2017-06-23,2019-02-05,武汉宇晨专利事务所,授权,企业,武汉中原电子集团有限公司,430074 湖北省武汉市东湖新技术开发区高新四路1号,CHN,,B60L53/31(2019.01),B60L53/31(2019.01);B60L53/66(2019.01);B60L5/18(2006.01),3.0,3640.0,电车制造,电气设备生产,控制器生产
CN104006720B,一种轴承轴向游隙测量装置,发明授权,2014-06-13,2014-08-27,2017-06-06,北京华沛德权律师事务所,专利申请权、专利权的转移,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,,G01B5/14(2006.01),G01B5/14(2006.01),1.0,4090.0,其他仪器仪表制造业,研发与设计,汽车测试
CN107860568B,一种适用集装箱吊具试验检测装置及方法,发明授权,2017-10-24,2018-03-30,2020-01-07,武汉科皓知识产权代理事务所(特殊普通合伙),发明专利权授予,企业,中车长江车辆有限公司,430212 湖北省武汉市江夏经济开发区大桥新区,CHN,.,G01M13/00(2019.01),G01M13/00(2019.01),1.0,4015.0,试验机制造,研发与设计汽车测试,专用技术研发与设计汽车测试
CN104386058B,一种基于AMT变速箱提高起步平顺性的控制方法,发明授权,2014-10-16,2015-03-04,2017-08-18,北京轻创知识产权代理有限公司,专利申请权、专利权的转移,企业,武汉合康动力技术有限公司,430205 湖北省武汉市东湖高新技术开发区佛祖岭三路6号,CHN,,B60W10/02(2006.01),B60W10/02(2006.01);B60W10/06(2006.01);B60W10/10(2012.01);B60W40/00(2006.01),4.0,3660.0,汽车零部件及配件制造,研发与设计电气设备生产,专用技术研发与设计电控系统生产
CN103786589B,一种混合储能系统电动车的电量控制装置以及控制方法,发明授权,2012-10-29,2014-05-14,2017-03-01,广州天河互易知识产权代理事务所(普通合伙),专利权的终止,企业,武汉英康汇通电气有限公司,430000 湖北省武汉市东湖开发区关东园路2-2号光谷国际商会大厦1幢B-1015号,CHN,,B60L11/18(2006.01),B60L11/18(2006.01),1.0,3640.0,电车制造,电气设备生产整车组装,智能装置生产电控系统生产
CN102699524B,一种多头激光无序毛化轧辊表面的加工方法和加工设备,发明授权,2012-05-25,2012-10-03,2016-03-02,北京汇泽知识产权代理有限公司,授权,企业,武汉华工激光工程有限责任公司,430223 湖北省武汉市东湖开发区华中科技大学科技园激光产业园,CHN,,B23K26/352(2014.01),B23K26/352(2014.01),1.0,3421.0,金属切削机床制造,研发与设计,制造工艺研发与设计
